Zila/Division,,"Area Under Garden
(Acres)",,,"Production of Inside
Garden",,,"Production of Outside
Garden",,,"Total Production of Inside &
Outside Garden (M.Tons )",,
22,Kishorganj,34,26,27,327,164,164,1433,1674,1951,1760,1838,2115
23,Madaripur,10,4,4,35,35,34,865,861,852,900,896,886
24,Manikganj,15,15,15,207,203,203,1177,1162,1162,1384,1365,1365
25,Munshiganj,17,17,19,44,47,49,538,576,604,582,623,653
26,Narayanganj,26,26,25,282,260,280,487,467,498,769,727,778
27,Narsingdi,65,82,177,595,1306,1531,2677,3309,2593,3272,4615,4124
28,Rajbari,128,126,113,335,348,273,1137,1096,1006,1472,1444,1279
29,Shariatpur,32,18,35,229,49,58,1693,988,1058,1922,1037,1116
30,Tangail,102,103,108,632,602,598,3220,3125,3068,3852,3727,3666
3,Dhaka,2816,2868,3046,8589,8337,8707,18695,18799,18998,27284,27136,27705
31,Bagerhat,53,19,17,147,109,620,1085,1200,827,1232,1309,1447
32,Chuadanga,115,169,129,340,443,479,921,1015,1129,1261,1458,1608
33,Jashore,336,318,338,3939,2886,2822,5589,4239,4275,9528,7125,7097
34,Jhenaidah,136,146,169,1523,1644,1540,2273,2743,3100,3796,4387,4640
35,Khulna,46,59,65,161,163,139,1644,1657,1791,1805,1820,1930
36,Kushtia,427,439,448,2014,1957,2410,4761,4557,4742,6775,6514,7152
,,2015-16,2016-17,2017-18,2015-16,2016-17,2017-18,2015-16,2016-17,2017-18,2015-16,2016-17,2017-18
37,Magura,123,128,130,996,1091,1294,1231,1353,1343,2227,2444,2637
38,Meherpur,26,57,62,113,290,295,751,798,690,864,1088,985
39,Narail,8,8,8,27,46,55,1310,1516,1773,1337,1562,1828
40,Satkhira,177,121,128,444,655,441,1172,1724,1177,1616,2379,1618
4,Khulna,1447,1464,1494,9704,9284,10095,20737,20802,20847,30441,30086,30942
41,Jamalpur,7,7,8,44,45,46,3385,2854,2881,3429,2899,2927
42,Mymensing,90,148,92,498,533,573,5918,6419,6720,6416,6952,7293
43,Netrakona,9,10,9,75,78,88,730,755,886,805,833,974
44,Sherpur,8,8,8,25,27,27,797,878,927,822,905,954
5,Mymensing,114,173,117,642,683,734,10830,10906,11414,11472,11589,12148
45,Bogura,19,17,55,694,501,918,7823,4428,4534,8517,4929,5452
46,Joypurhat,21,20,20,93,99,88,582,584,578,675,683,666
47,Naogaon,15,17,14,76,69,80,1634,1317,1357,1710,1386,1437
48,Natore,222,222,197,1694,1404,1048,3848,3543,4104,5542,4947,5152
49,Chapai Nawabganj,254,290,402,1250,1175,1508,999,1286,1379,2249,2461,2887
50,Pabna,458,495,481,2119,2521,2870,3274,3722,3681,5393,6243,6551
51,Rajshahi,344,737,893,2946,3277,3716,1963,1812,2129,4909,5089,5845
52,Sirajganj,68,71,73,573,603,615,2901,2828,2832,3474,3431,3447
6,Rajshahi,1401,1869,2135,9445,9649,10843,23024,19520,20594,32469,29169,31437
53,Dinajpur,57,58,61,237,260,287,1689,1830,1990,1926,2090,2277
54,Gaibandha,2,0,0,13,0,0,1111,1184,1159,1124,1184,1159
55,Kurigram,21,4,425,88,27,27,678,756,773,766,783,800
56,Lalmonirhat,66,68,67,257,273,309,856,889,1083,1113,1162,1392
57,Nilphamari,0,0,0,0,0,0,1822,2043,2074,1822,2043,2074
58,Panchagarh,48,2,2,200,33,34,1068,1751,1800,1268,1784,1834
59,Rangpur,36,38,35,140,158,159,1645,1587,1581,1785,1745,1740
60,Thakurgaon,44,46,47,469,221,244,1568,758,847,2037,979,1091
7,Rangpur,274,216,637,1404,972,1060,10437,10798,11307,11841,11770,12367
61,Habiganj,19,25,25,164,245,260,1359,1410,1598,1523,1655,1858
62,Maulvibazar,221,221,220,1673,1690,1509,1897,1963,1724,3570,3653,3233
63,Sunamganj,1,19,10,3,2,1,762,695,593,765,697,594
64,Sylhet,96,107,111,267,230,282,1276,1316,1607,1543,1546,1889
8,Sylhet,337,372,366,2107,2167,2052,5294,5384,5522,7401,7551,7574
,BANGLADESH,8794,11526,11365,90434,105592,112987,123874,123784,128517,214308,229376,241504
