Zila/Division,,"Area Under Garden
(Acres)",,,"Production of Inside
Garden",,,"Production of Outside
Garden",,,"Total Production of Inside &
Outside Garden (M.Tons )",,
56,Lalmonirhat,42,42,43,304,335,359,8978,9515,9891,9282,9850,10250
57,Nilphamari,119,120,123,834,867,942,27707,29170,30668,28541,30037,31610
58,Panchagarh,65,66,66,870,803,810,27441,24305,23939,28311,25108,24749
59,Rangpur,128,129,129,1632,1335,1501,16837,13723,15509,18469,15058,17010
60,Thakurgaon,494,501,499,9167,3924,3965,11368,4899,4988,20535,8823,8953
7,Rangpur,1622,1640,1559,23576,18339,17989,114162,126824,130591,"13773
8",145163,148580
61,Habiganj,1564,1572,1573,2978,2412,2498,15165,17114,17461,18143,19526,19959
62,Maulvibazar,966,355,947,7220,6224,5883,7840,8873,8481,15060,15097,14364
63,Sunamganj,0,81,0,0,3583,0,12735,6807,9610,12735,10390,9610
64,Sylhet,965,308,308,872,345,316,4139,5428,5248,5011,5773,5564
8,Sylhet,3495,2316,2828,11070,12564,8697,39879,38222,40800,50949,50786,49497
,BANGLADESH,27334,35342,24731,231536,250637,228396,799617,799275,847129,1031153,1049912,1075525
