Zila/Division,,"Area Under Garden
(Acres)",,,"Production of Inside
Garden",,,"Production of Outside
Garden",,,"Total Production of Inside &
Outside Garden (M.Tons )",,
44,Sherpur,68,68,69,4317,768,11672,6789,10682,856,11106,11450,12528
5,Mymensing,528,636,641,48212,9843,103506,92188,130635,21745,140400,140478,125251
45,Bogura,45,45,662,2111,2046,2061,17731,15755,17172,19842,17801,19233
46,Joypurhat,8,22,87,259,265,363,1838,1851,2079,2097,2116,2442
47,Naogaon,91,81,152,1839,2071,776,31585,7834,10729,33424,9905,11505
48,Natore,232,224,641,4380,6628,3989,29044,26266,27474,33424,32894,31463
49,Chapai Nawabganj,137,146,154,634,685,789,1921,2023,2075,2555,2708,2864
50,Pabna,492,495,1347,8070,8572,9080,18834,19875,19787,26904,28447,28867
51,Rajshahi,596,593,393,1547,1906,2011,9353,9054,8497,10900,10960,10508
52,Sirajganj,10329,26,53,1034,332,251,23711,27990,20225,24745,28322,20476
6,Rajshahi,11930,1632,3489,19874,22505,19320,134017,110648,108038,153891,133153,127358
53,Dinajpur,696,699,1788,10031,10412,25181,24783,25869,10396,34814,36281,35577
54,Gaibandha,0,0,667,0,0,0,12169,11905,11681,12169,11905,11681
55,Kurigram,86,0,673,1044,0,5444,8260,7822,2442,9304,7822,7886
56,Lalmonirhat,42,43,574,335,359,7585,9515,9891,2956,9850,10250,10541
57,Nilphamari,120,123,151,867,942,32233,29170,30668,892,30037,31610,33125
58,Panchagarh,66,66,231,803,810,23789,24305,23939,1026,25108,24749,24815
59,Rangpur,129,129,248,1335,1501,15790,13723,15509,1075,15058,17010,16865
60,Thakurgaon,501,499,1408,3924,3965,8257,4899,4988,717,8823,8953,8974
7,Rangpur,1640,1559,5740,18339,17989,118279,126824,130591,31185,145163,148580,149464
61,Habiganj,1572,1573,640,2412,2498,18471,17114,17461,2752,19526,19959,21223
62,Maulvibazar,355,947,1105,6224,5883,8373,8873,8481,5851,15097,14364,14224
63,Sunamganj,81,0,390,3583,0,0,6807,9610,5473,10390,9610,5473
64,Sylhet,308,308,425,345,316,3704,5428,5248,1386,5773,5564,5090
8,Sylhet,2316,2828,2560,12564,8697,30548,38222,40800,15462,50786,49497,46010
,BANGLADESH,35342,24731,41014,250637,228396,672444,799275,847129,365433,1049912,1075525,1037877
