Zila/Division,,"Area Under Garden
(Acres)",,,"Production of Inside
Garden",,,"Production of Outside
Garden",,,"Total Production of Inside &
Outside Garden (M.Tons )",,
,,2016-17,2017-18,2018-19,2016-17,2017-18,2018-19,2016-17,2017-18,2018-19,2016-17,2017-18,2018-19
37,Magura,628,621,287,3464,3473,2918,4425,5518,4838,7889,8991,7756
38,Meherpur,4441,4448,5838,6095,6530,6360,1889,2161,2218,7984,8691,8578
39,Narail,547,559,1372,3578,3754,2518,9777,10148,5114,13355,13902,7632
40,Satkhira,1080,1061,1499,4355,3999,4044,10818,4546,4394,15173,8545,8438
4,Khulna,11437,8928,21344,46474,47752,47740,86134,84337,79379,132608,132089,127119
41,Jamalpur,16,21,16,170,225,293,9801,9508,9660,9971,9733,9953
42,Mymensing,250,136,0,1414,1282,1182,26584,24810,22748,27998,26092,23930
43,Netrakona,2,3,0,14,15,16,15302,1544,16034,15316,1559,16050
44,Sherpur,11,11,11,74,76,85,9965,10286,11254,10039,10362,11339
5,Mymensing,279,171,27,1672,1598,1576,61652,46148,59696,63324,47746,61272
45,Bogura,53,53,3148,466,435,447,20947,21984,22336,21413,22419,22783
46,Joypurhat,96,98,65,453,313,196,5324,3749,2553,5777,4062,2749
47,Naogaon,1754,11104,4075,7100,9843,9579,14219,12975,18203,21319,22818,27782
48,Natore,1887,1896,1980,13693,13077,20294,55513,53398,49469,69206,66475,69763
49,Chapai Nawabganj,44968,50412,62820,145990,185604,176109,15357,17917,20971,161347,203521,197080
50,Pabna,1718,1568,1797,9235,7291,7382,20935,26334,26370,30170,33625,33752
51,Rajshahi,22054,22442,25713,138930,148343,150900,58385,93956,96176,197315,242299,247076
52,Sirajganj,142,41,42,163,189,198,25883,25903,26956,26046,26092,27154
6,Rajshahi,72672,87614,99640,316030,365095,365105,216563,256216,263034,532593,621311,628139
53,Dinajpur,2081,2106,5924,11788,12340,16876,227044,41071,24975,238832,53411,41851
54,Gaibandha,10,9,1673,20,36,28,8637,8284,10213,8657,8320,10241
55,Kurigram,75,41,1231,684,213,248,9378,10604,11354,10062,10817,11602
56,Lalmonirhat,258,270,579,1232,1193,2649,4817,4703,3911,6049,5896,6560
57,Nilphamari,280,279,1470,1341,1300,2978,7267,7291,6446,8608,8591,9424
58,Panchagarh,514,515,1659,2656,2632,5369,9161,9109,9133,11817,11741,14502
59,Rangpur,918,955,1134,4014,419,9550,15552,18217,16749,19566,18636,26299
60,Thakurgaon,1138,1474,4184,7863,8324,10513,19355,17841,15982,27218,26165,26495
7,Rangpur,5274,5649,17854,29598,26457,48211,301211,117120,98763,330809,143577,146974
61,Habiganj,40,42,42,84,106,108,9593,10174,10172,9677,10280,10280
62,Maulvibazar,62,64,61,176,173,126,6542,6085,6132,6718,6258,6258
63,Sunamganj,0,0,0,0,0,0,14485,10945,10945,14485,10945,10945
64,Sylhet,114,113,113,112,100,2732,4661,4509,1877,4773,4609,4609
8,Sylhet,216,219,219,372,379,2966,35281,31713,29126,35653,32092,32092
,BANGLADESH,102939,109584,235393,416993,463644,543494,871322,702160,675952,1288315,1165804,"121945
0"
