Zila/Division,,"Area Under Garden
(Acres)",,,"Production of Inside
Garden",,,"Production of Outside
Garden",,,"Total Production of Inside &
Outside Garden (M.Tons )",,
29,Shariatpur,18,35,145,49,58,644,988,1058,43,1037,1116,687
30,Tangail,103,108,394,602,598,796,3125,3068,3159,3727,3666,3955
3,Dhaka,2868,3046,7284,8337,8707,11159,18799,18998,17967,27136,27705,29126
31,Bagerhat,19,17,114,109,620,82,1200,827,1369,1309,1447,1451
32,Chuadanga,169,129,196,443,479,898,1015,1129,963,1458,1608,1861
33,Jashore,318,338,1001,2886,2822,3730,4239,4275,3748,7125,7097,7478
34,Jhenaidah,146,169,410,1644,1540,1566,2743,3100,3108,4387,4640,4674
35,Khulna,59,65,65,163,139,173,1657,1791,2240,1820,1930,2413
36,Kushtia,439,448,287,1957,2410,2163,4557,4742,4397,6514,7152,6560
,,2016-17,2017-18,2018-19,2016-17,2017-18,2018-19,2016-17,2017-18,2018-19,2016-17,2017-18,2018-19
37,Magura,128,130,160,1091,1294,1385,1353,1343,1095,2444,2637,2480
38,Meherpur,57,62,294,290,295,454,798,690,603,1088,985,1057
39,Narail,8,8,9,46,55,56,1516,1773,1846,1562,1828,1902
40,Satkhira,121,128,128,655,441,648,1724,1177,1753,2379,1618,2401
4,Khulna,1464,1494,2664,9284,10095,11155,20802,20847,21122,30086,30942,32277
41,Jamalpur,7,8,7,45,46,53,2854,2881,2979,2899,2927,3032
42,Mymensing,148,92,113,533,573,679,6419,6720,8456,6952,7293,9135
43,Netrakona,10,9,11,78,88,86,755,886,838,833,974,924
44,Sherpur,8,8,9,27,27,28,878,927,1008,905,954,1036
5,Mymensing,173,117,140,683,734,846,10906,11414,13281,11589,12148,14127
45,Bogura,17,55,357,501,918,988,4428,4534,4732,4929,5452,5720
46,Joypurhat,20,20,94,99,88,106,584,578,602,683,666,708
47,Naogaon,17,14,384,69,80,87,1317,1357,1585,1386,1437,1672
48,Natore,222,197,184,1404,1048,1208,3543,4104,2385,4947,5152,3593
49,Chapai Nawabganj,290,402,656,1175,1508,2337,1286,1379,1084,2461,2887,3421
50,Pabna,495,481,480,2521,2870,2701,3722,3681,4325,6243,6551,7026
51,Rajshahi,737,893,1612,3277,3716,4262,1812,2129,1977,5089,5845,6239
52,Sirajganj,71,73,168,603,615,718,2828,2832,3044,3431,3447,3762
6,Rajshahi,1869,2135,3935,9649,10843,12407,19520,20594,19734,29169,31437,32141
53,Dinajpur,58,61,423,260,287,382,1830,1990,1918,2090,2277,2300
54,Gaibandha,0,0,279,0,0,0,1184,1159,1258,1184,1159,1258
55,Kurigram,4,425,205,27,27,112,756,773,751,783,800,863
56,Lalmonirhat,68,67,196,273,309,362,889,1083,965,1162,1392,1327
57,Nilphamari,0,0,233,0,0,56,2043,2074,2116,2043,2074,2172
58,Panchagarh,2,2,221,33,34,163,1751,1800,1534,1784,1834,1697
59,Rangpur,38,35,193,158,159,155,1587,1581,1516,1745,1740,1671
60,Thakurgaon,46,47,333,221,244,230,758,847,809,979,1091,1039
7,Rangpur,216,637,2083,972,1060,1460,10798,11307,10867,11770,12367,12327
61,Habiganj,25,25,25,245,260,260,1410,1598,1598,1655,1858,1858
62,Maulvibazar,221,220,220,1690,1509,1509,1963,1724,1724,3653,3233,3233
63,Sunamganj,19,10,1,2,1,1,695,593,593,697,594,594
64,Sylhet,107,111,111,230,282,290,1316,1607,1599,1546,1889,1889
8,Sylhet,372,366,366,2167,2052,2060,5384,5522,5514,7551,7574,7574
,BANGLADESH,11526,11365,96608,105592,112987,104138,123784,128517,132743,229376,241504,236881
