(Per Quintal/Taka),,,,,,,,,,,,,,,
Sl no,Name of Comodity,,Year-2018,,,,,,,,,,,,
,,,January,February,March,April,May,June,July,August,September,October,November,December,Average
48,",,",Khesari,"4,698","4,606","4,506","4,526","4,564","4,573","4,534","4,410","4,333","4,242","4,251","4,251",
,,,,,,,,,,,,,,,"4,458"
49,Oil Seeds :,Mastard,"5,194","5,026","5,063","5,008","5,159","5,282","5,503","5,235","5,309","5,337","5,355","5,330",
,,,,,,,,,,,,,,,"5,233"
50,",,",Tisi,"6,099","6,002","5,931","5,564","5,782","5,631","5,507","5,713","5,825","5,795","5,708","5,688",
,,,,,,,,,,,,,,,"5,770"
51,",,",Til,"4,685","4,853","4,715","4,622","4,798","5,046","5,948","6,138","6,051","6,120","6,471","7,040",
,,,,,,,,,,,,,,,"5,541"
52,",,",Groundnut,"7,567","7,489","7,569","7,646","7,521","7,343","7,471","7,507","7,672","7,677","8,102","8,293",
,,,,,,,,,,,,,,,"7,655"
53,Oil :,Mustard,"12,701","13,458","12,718","12,679","12,723","12,905","12,880","12,847","12,859","12,746","12,971","13,008",
,,,,,,,,,,,,,,,"12,875"
54,",,",Soyabean,"8,231","8,242","8,294","8,209","8,187","8,212","8,654","9,171","9,159","8,069","8,020","7,931",
,,,,,,,,,,,,,,,"8,365"
55,",,",Pump,"6,925","6,913","6,910","6,879","6,860","6,845","6,756","6,659","6,595","6,501","6,372","6,157",
,,,,,,,,,,,,,,,"6,698"
56,",,",Dalda,"9,032","8,963","8,947","8,796","8,842","8,698","8,901","8,835","8,867","8,789","8,716","11,664",
,,,,,,,,,,,,,,,"9,087"
57,",,",Butter oil,"63,500","63,500","63,500","64,000","61,750","63,389","61,750","62,050","63,250","64,250","60,500","61,750",
,,,,,,,,,,,,,,,"62,766"
58,Oil :,Coconut,"21,552","21,561","21,888","21,012","22,209","24,124","24,047","22,424","22,302","22,061","22,571","22,471",
,,,,,,,,,,,,,,,"22,352"
59,Oil cake,Mustard,"3,285","3,291","3,287","3,267","3,277","3,291","3,311","3,349","3,361","3,370","3,349","3,352",
,,,,,,,,,,,,,,,"3,316"
60,",,",Til,"3,216","3,221","3,183","3,225","3,259","3,200","3,233","3,233","3,267","3,285","3,267","3,283",
,,,,,,,,,,,,,,,"3,239"
61,",,",Others,"3,512","3,417","3,567","3,583","3,688","3,627","3,577","3,728","3,682","3,609","3,577","3,649",
,,,,,,,,,,,,,,,"3,601"
62,Spices,Onion Local,"5,550","4,200","3,200","2,724","3,548","3,437","3,926","4,646","4,161","3,586","2,978","2,168",
,,,,,,,,,,,,,,,"3,677"
Sl no,Name of Comodity,,Year-2018,,,,,,,,,,,,
,,,January,February,March,April,May,June,July,August,September,October,November,December,Average
63,",,",",, Import","5,491","4,112","2,685","2,174","2,396","2,208","2,671","2,900","2,397","2,383","2,182","1,824",
,,,,,,,,,,,,,,,"2,785"
64,",,",Garlic Local,"5,300","5,227","3,686","4,393","5,080","4,844","4,690","4,640","4,229","3,897","3,782","3,436",
,,,,,,,,,,,,,,,"4,434"
65,",,",",, Import","7,341","8,586","8,261","8,057","8,430","6,675","6,344","5,773","5,356","5,086","5,473","5,269",
,,,,,,,,,,,,,,,"6,721"
66,",,",Dry Chili,"14,207","14,944","14,890","14,962","15,221","15,247","15,619","15,987","16,081","16,085","16,011","16,030",
,,,,,,,,,,,,,,,"15,440"
67,",,",Green Chili,"5,162","4,163","3,229","2,455","2,807","3,765","8,788","7,817","4,850","4,432","3,039","2,767",
,,,,,,,,,,,,,,,"4,439"
68,",,",Ginger Local,"6,677","6,284","6,518","6,546","8,362","8,231","8,657","10,194","11,193","11,166","10,476","9,511",
,,,,,,,,,,,,,,,"8,651"
69,Spices,Ginger Import,"7,170","6,778","6,849","6,972","8,390","8,072","8,359","8,922","9,891","10,528","10,294","8,764",
,,,,,,,,,,,,,,,"8,416"
70,",,","Turmeric
Round","13,403","13,121","13,159","13,207","13,586","13,347","13,371","13,186","13,134","13,486","13,283","13,090",
,,,,,,,,,,,,,,,"13,281"
71,",,",",, Long","13,303","13,272","13,011","12,906","12,848","12,861","12,844","12,973","13,053","12,880","12,874","12,670",
,,,,,,,,,,,,,,,"12,958"
72,",,",Coriander old,"7,605","7,701","7,913","7,906","9,158","8,520","9,443","9,495","9,619","9,586","9,651","9,506",
,,,,,,,,,,,,,,,"8,842"
73,",,",",, new","7,975","8,167","7,510","7,754","8,742","8,145","8,891","8,891","8,740","8,138","7,350","7,638",
,,,,,,,,,,,,,,,"8,162"
74,Jute,"White/Tosa
Top","3,600","3,600","3,600","3,600","3,600","3,600","3,600","4,546","4,472","3,417","3,500","3,500",
,,,,,,,,,,,,,,,"3,720"
75,",,",Middle,-,-,-,-,-,-,-,"4,900","4,456","4,250","4,250","4,249","4,421"
76,",,",B- Bottom,"3,750","3,563","3,600","3,500","3,500","3,500","3,500","4,519","4,881","4,807","4,673","4,650","4,037"
77,",,",C- Bottom,"3,680","4,425","4,460","4,600","4,600","4,600","4,600","4,401","4,545","4,553","4,551","4,625","4,470"
78,",,",Crass- Bottom,"3,033",-,"2,900",-,-,-,-,-,"3,550","5,050","4,900","4,075","3,918"
Sl no,Name of Comodity,,Year-2018,,,,,,,,,,,,
,,,January,February,March,April,May,June,July,August,September,October,November,December,Average
79,Jute,S M R,"3,375",-,"3,350",-,-,-,-,-,"4,350","4,363","4,050","4,050","3,923"
80,",,",Gorsat,"3,661","3,778","3,719","3,845","3,846","3,856","3,906","4,199","4,303","4,280","4,281","4,324","4,000"
81,",,",Mesta Gorsat,"3,630","3,696","3,700","3,392","3,138","3,138","3,138","4,113","3,875","3,778","4,375","4,375","3,695"
82,Cotton,Shimul,"34,823","34,705","34,568","34,028","34,173","34,095","33,968","33,459","33,414","38,650","33,795","33,977","34,471"
83,",,",Carpash,"16,292","16,167","16,025","15,604","15,492","15,425","15,325","13,558","13,125","13,358","13,725","13,825","14,827"
84,Tobacco,Jati Super,"11,800","11,550","11,550","9,975","8,720","10,540","10,540","10,540","10,600","10,600","10,600","10,600","10,635"
85,",,",",, Medium","9,760","9,513","9,510","8,067","6,850","8,500","8,500","8,500","8,500","8,500","8,500","8,500","8,600"
86,",,",",, General","8,250","8,050","8,050","6,767","5,400","6,600","6,600","6,600","6,600","6,600","6,600","6,600","6,893"
87,",,",Matihari Super,"13,834","13,718","13,753","13,302","13,735","14,522","14,556","14,441","14,431","14,482","14,601","14,591","14,164"
88,",,",",,
Medium","10,515","10,456","10,408","9,766","9,825","10,370","10,366","10,728","10,713","10,713","10,699","10,707",
,,,,,,,,,,,,,,,"10,439"
89,",,",",,
General","7,357","7,308","7,377","7,013","6,775","7,350","7,350","7,346","7,330","7,322","7,638","7,632",
,,,,,,,,,,,,,,,"7,316"
90,"Wetsalf-mix
Cow",Calf,"52,238","51,853","52,391","53,205","54,181","54,848","51,311","45,096","40,397","40,357","40,446","40,333",
,,,,,,,,,,,,,,,"48,055"
91,",,",Calf Medium,"91,803","90,229","94,544","87,484","87,608","89,288","85,598","77,545","65,724","65,895","63,963","63,813","80,291"
92,"Wetsalf-mix
Cow",Heavy,"112,872","112,159","110,286","114,938","115,249","116,098","111,919","101,527","91,035","90,761","88,616","88,209",
,,,,,,,,,,,,,,,"104,472"
93,",,",Katasera,"21,163","16,885","17,511","25,057","24,179","26,350","26,350","20,221","16,833","16,833","17,286","17,286","20,496"
94,Buffalo,Heavy,"76,241","78,194","76,981","71,042","71,117","73,833","66,188","61,536","58,143","66,714","66,714","66,714","69,451"
Sl no,Name of Comodity,,Year-2018,,,,,,,,,,,,
,,,January,February,March,April,May,June,July,August,September,October,November,December,Averag
,,,,,,,,,,,,,,,e
95,",,",Medium,"52,714","54,524","52,179","5,292","58,677","60,396","58,000","55,500","51,375","52,156","52,156","52,156","50,427"
96,",,",Katasera,-,-,-,"1,088",-,-,-,-,-,-,-,-,"1,088"
97,Leather,Sheep,"6,190","6,567","6,590","3,604","7,054","6,631","6,776","5,229","4,652","4,506","4,602","4,682","5,590"
98,",,",Goat,"6,886","8,194","8,199","7,042","8,655","8,553","8,600","7,061","6,470","6,546","6,460","6,338","7,417"
99,Fertilizer,Urea,786,786,786,787,787,787,787,787,786,786,786,786,786
100,",,",T S P,"1,088","1,088","1,088","1,088","1,089","1,089","1,089","1,089","1,089","1,089","1,090","1,090","1,089"
101,",,",D A P,"1,244","1,244","1,244","1,244","1,245","1,244","1,244","1,242","1,243","1,242","1,242","1,237","1,243"
102,",,",M P,734,734,734,734,735,735,735,735,732,732,732,732,734
103,",,",Zinc Local,"2,538","2,538","2,588","3,025","3,025","3,088","3,106","3,163","3,144","3,125","3,106","3,106","2,963"
104,",,",Zinc Import,"3,374","3,413","3,555","3,604","3,601","3,612","3,612","3,600","3,618","3,618","3,618","3,618","3,570"
105,",,",Gypsum,"1,173","1,145","1,246",161,"3,601","3,612","3,612","3,600","3,618","3,618","3,618","3,618","2,718"
106,Organic Fertilizer,162,163,162,118,160,159,159,159,159,159,159,159,157,"1,617"
107,Milk Powder,Bag,119,118,119,"56,125",119,119,119,119,120,120,120,120,"4,786"
108,Cow Milk,Organic Fertilizer,"56,500","56,500","56,500","5,091","55,600","55,000","55,000","55,000","55,000","55,000","55,000","55,000","51,266"
109,",,",MilkVita,"5,138","7,190","7,185",-,"5,154","5,242","5,162","5,172","5,115","5,128","5,135","5,122","5,522"
110,Ghee (Local),,"70,860","71,800","70,860","72,967","75,575","76,075","76,325","76,200","76,100","76,100","77,600","78,267","74,894"
111,Dano,,"6,489","7,639","7,639","6,543","6,550","6,543","6,561","6,565","6,569","6,569","6,569","6,569","6,734"
112,Redcow,,"6,878","6,869","6,878","6,869","6,878","6,878","6,878","6,863","6,875","6,875","6,875","6,875","6,874"
Sl no,Name of Comodity,,Year-2018,,,,,,,,,,,,
,,,January,February,March,April,May,June,July,August,September,October,November,December,Average
113,Anchor,,"21,053","5,861","5,873","6,028","6,045","6,045","6,045","6,000","5,990","5,990","5,990","5,990",
,,,,,,,,,,,,,,,"7,242"
114,Condest Milk,(1 Cartun),"2,202","2,104","2,110","2,470","2,400","2,607","2,606","2,601","2,370","2,369","2,366","2,365",
,,,,,,,,,,,,,,,"2,381"
115,Hen Alive :,Big,"28,484","28,863","29,421","30,328","33,770","34,579","33,511","32,007","31,306","30,508","30,699","30,712",
,,,,,,,,,,,,,,,"31,182"
116,",,",Middum,"29,405","29,811","30,287","31,286","34,981","35,984","35,015","33,125","32,367","31,809","31,938","32,167",
,,,,,,,,,,,,,,,"32,348"
117,Hen Alive,Small,"29,026","29,508","30,026","30,963","34,657","36,524","34,140","32,841","31,740","31,080","30,845","31,178",
,,,,,,,,,,,,,,,"31,877"
118,",,",Farm,"11,497","11,551","11,877","12,065","12,947","13,676","13,028","12,143","11,174","10,958","10,426","10,934",
,,,,,,,,,,,,,,,"11,856"
119,Duck Alive,,"27,520","27,975","26,875","25,328","25,588","27,563","26,875","23,050","25,125","25,125","26,967","26,875",
,,,,,,,,,,,,,,,"26,239"
120,Meat,Beef,"40,596","39,885","40,104","40,597","42,247","43,325","43,636","41,372","42,702","42,392","42,860","42,894",
,,,,,,,,,,,,,,,"41,884"
121,",,",Goat,"63,785","64,275","64,063","62,284","65,600","66,538","66,188","66,000","66,629","66,690","67,248","66,898",
,,,,,,,,,,,,,,,"65,516"
122,Egg :,Hen,933,951,961,957,962,958,970,"1,002",970,"1,010","1,013","1,007",
,,,,,,,,,,,,,,,975
123,",,",Farm Red,600,585,559,582,588,572,684,737,724,777,732,704,
,,,,,,,,,,,,,,,654
124,",,",Farm White,-,-,-,-,-,-,-,-,-,-,-,-,
,,,,,,,,,,,,,,,-
125,",,",Duck,896,883,860,849,839,819,872,912,922,954,"1,021",973,
,,,,,,,,,,,,,,,900
126,Fish :,Ruhi Big,"29,500","28,667","26,833","24,250","29,750","29,000","26,500","30,000","32,000","31,250","33,500","31,050",
,,,,,,,,,,,,,,,"29,358"
127,",,",",, Medium","29,705","29,085","29,026","28,659","28,934","29,254","29,859","29,893","30,063","29,814","29,266","28,797",
,,,,,,,,,,,,,,,"29,363"
128,",,",",, Small","23,341","23,403","23,451","23,512","24,003","24,645","24,823","24,772","24,941","24,684","24,135","23,787",
,,,,,,,,,,,,,,,"24,125"
Sl no,Name of Comodity,,Year-2018,,,,,,,,,,,,
,,,January,February,March,April,May,June,July,August,September,October,November,December,Average
129,",,",",, Import
Medium","23,350","23,848","23,421","22,859","23,177","23,596","23,770","23,766","23,237","22,929","23,039","22,847",
,,,,,,,,,,,,,,,"23,320"
130,",,",",, Import small","19,089","19,298","18,759","19,135","19,733","20,363","20,377","20,211","20,109","20,967","19,833","19,291",
,,,,,,,,,,,,,,,"19,764"
131,",,",Katla big,"36,100","36,625","36,625","35,300","36,050","32,125","32,250","34,275","33,825","33,840","35,625","36,833",
,,,,,,,,,,,,,,,"34,956"
132,",,",",, Medium","27,348","27,716","27,856","27,149","27,425","28,093","28,831","28,360","28,159","27,742","27,843","27,638",
,,,,,,,,,,,,,,,"27,847"
133,",,",",, small","21,249","21,077","21,160","21,142","21,549","22,253","22,381","22,117","22,015","21,838","21,793","21,472",
,,,,,,,,,,,,,,,"21,670"
134,",,",Mrigal big,"17,514","17,483","17,317","17,034","17,956","18,429","19,388","19,205","19,131","19,039","19,106","18,548",
,,,,,,,,,,,,,,,"18,346"
135,",,",",, small","13,365","13,502","13,253","13,320","13,625","14,295","14,290","14,191","14,313","14,238","14,207","14,078",
,,,,,,,,,,,,,,,"13,890"
136,",,",Ahire big,"58,917","54,583","53,750","61,250","64,250","66,250","66,875","51,625","52,167","46,167","44,250","49,389",
,,,,,,,,,,,,,,,"55,789"
137,",,",",, small","33,233","32,125","29,750","31,714","35,000","33,625","43,000","36,075","43,333","29,894","33,429","33,229",
,,,,,,,,,,,,,,,"34,534"
138,Fish :,Boal big,"52,780","51,350","50,963","51,333","56,875","55,688","59,500","61,500","58,750","55,475","52,650","58,833",
,,,,,,,,,,,,,,,"55,475"
139,",,",",, small","32,225","31,396","31,086","33,350","34,756","34,810","35,750","34,375","34,357","33,700","32,583","35,469",
,,,,,,,,,,,,,,,"33,655"
140,",,",Chitol big,"70,000","70,000","70,000","71,250","75,000","75,000","75,000","75,000","75,000","75,000","75,000","75,000",
,,,,,,,,,,,,,,,"73,438"
141,",,",",, small","33,456","30,375","30,583","38,688","35,688","42,438","42,500","26,000","42,500","42,500","42,500","26,500",
,,,,,,,,,,,,,,,"36,144"
142,",,",Pangas Big,"10,278","10,149","10,267","10,271","10,370","10,484","10,643","10,619","10,523","10,489","10,453","10,384",
,,,,,,,,,,,,,,,"10,411"
143,",,",",, Small","8,658","8,702","8,695","8,606","8,813","8,863","9,005","8,962","8,940","8,962","8,894","8,866",
,,,,,,,,,,,,,,,"8,831"
144,",,",Hilsha,"56,274","53,559","54,647","63,178","63,249","64,910","67,484","65,812","64,216","57,135","58,807","55,643",
,,,,,,,,,,,,,,,"60,410"
Sl no,Name of Comodity,,Year-2018,,,,,,,,,,,,
,,,January,February,March,April,May,June,July,August,September,October,November,December,Average
145,",,",Shrimp Bagda,"58,113","64,219","65,125","63,500","69,814","69,268","69,393","69,000","65,469","60,025","59,153","60,250",
,,,,,,,,,,,,,,,"64,444"
146,",,",",, Golda","48,925","48,344","47,438","48,313","50,522","52,092","52,917","51,500","53,343","54,444","55,530","55,688",
,,,,,,,,,,,,,,,"51,588"
147,",,",",, small","31,683","31,942","30,677","32,000","33,300","35,597","36,472","35,569","35,038","33,400","33,500","35,408",
,,,,,,,,,,,,,,,"33,716"
148,",,",Koi,"14,355","14,695","14,917","15,144","17,515","16,389","15,650","15,956","14,821","16,678","18,353","19,158",
,,,,,,,,,,,,,,,"16,136"
149,",,",Magur,"53,100","54,375","55,150","55,636","58,523","58,950","57,576","57,125","56,875","55,867","51,846","55,102",
,,,,,,,,,,,,,,,"55,844"
150,",,",Shingh,"41,446","42,598","45,077","45,413","44,696","44,450","43,067","42,813","43,321","43,098","42,182","42,436",
,,,,,,,,,,,,,,,"43,383"
151,",,",Silver Curp,"11,274","11,341","11,292","11,367","11,721","11,970","12,158","12,257","12,284","12,352","12,025","12,098",
,,,,,,,,,,,,,,,"11,845"
152,",,",Glass Curp,"13,833","13,520","13,370","13,601","13,819","14,116","14,426","14,660","14,509","14,340","13,914","13,886",
,,,,,,,,,,,,,,,"13,999"
153,",,",Telapia,"11,063","11,048","11,011","11,088","11,431","11,539","11,664","11,710","11,708","11,649","11,467","11,358",
,,,,,,,,,,,,,,,"11,395"
154,",,",Rupchanda,"49,167","66,875","46,667","52,500","52,500","52,500","54,167","62,500","62,500","55,833","56,944","58,750",
,,,,,,,,,,,,,,,"55,909"
155,Dry Fish,Rupchanda,"86,750","95,900","67,900","84,667","86,719","100,833","125,833","158,333","165,000","165,083","165,000","133,750",
,,,,,,,,,,,,,,,"119,647"
156,",,",Loita,"39,875","39,731","40,415","40,742","41,412","42,034","42,316","43,136","43,775","43,296","43,405","43,500",
,,,,,,,,,,,,,,,"41,970"
157,",,",Puti,"41,560","43,250","31,729","31,800","31,611","34,438","32,600","35,200","36,000","37,000","35,133","32,700",
,,,,,,,,,,,,,,,"35,252"
158,",,",Shrimp,"55,217","67,422","66,120","67,656","67,763","69,266","68,844","73,663","67,594","74,643","69,279","70,222",
,,,,,,,,,,,,,,,"68,141"
159,",,",Glasses,"40,075","39,563","37,104","35,958","38,120","41,521","42,208","41,527","42,044","46,048","44,294","44,350",
,,,,,,,,,,,,,,,"41,068"
160,",,",Solted Hilsa,"43,750","43,750","43,750","40,500","39,480","49,563","53,800","47,893","42,350","45,375","42,750","42,167",
,,,,,,,,,,,,,,,"44,594"
Sl no,Name of Comodity,,Year-2018,,,,,,,,,,,,
,,,January,February,March,April,May,June,July,August,September,October,November,December,Average
161,Betel Nut,,"30,238","30,108","29,406","29,072","29,469","29,364","29,368","29,824","30,101","29,577","29,810","29,968",
,,,,,,,,,,,,,,,"29,692"
162,Betel Leaf,Big,"7,988","11,330","13,787","14,028","6,764","6,830","6,469","7,278","7,015","6,901","7,774","8,370",
,,,,,,,,,,,,,,,"8,711"
163,",,",Medium,"5,388","7,562","10,055","6,786","4,729","4,917","4,568","5,326","5,060","5,225","5,644","6,030",
,,,,,,,,,,,,,,,"5,941"
164,",,",Small,"2,909","4,057","5,222","4,762","3,273","2,795","2,584","2,961","2,782","2,731","3,046","3,346",
,,,,,,,,,,,,,,,"3,372"
165,",,",Sachi,"6,567","2,215","4,186","3,600","3,980","2,978","2,245","3,177","3,625","4,238","4,425","4,900",
,,,,,,,,,,,,,,,"3,845"
166,Fruit :,Mango : Guti,-,-,-,-,"4,351","3,265","3,234","4,000",-,-,-,-,
,,,,,,,,,,,,,,,"3,713"
167,",,",",, Gopalbhog",-,-,-,-,"6,254","4,088","4,090","5,425",-,-,-,-,
,,,,,,,,,,,,,,,"4,964"
168,",,",",, Himsagar",-,-,-,-,"6,081","4,307","4,696","5,636",-,-,-,-,
,,,,,,,,,,,,,,,"5,180"
169,",,",",, Langra",-,-,-,-,"6,750","4,454","4,770","5,221",-,-,-,-,
,,,,,,,,,,,,,,,"5,299"
170,",,",",, Fazli",-,-,-,-,-,"4,238","4,800","6,735","8,667",-,-,-,
,,,,,,,,,,,,,,,"6,110"
171,",,",",, Ashwini",-,-,-,-,-,"3,000","3,689","4,505","7,008","6,600",-,-,
,,,,,,,,,,,,,,,"4,960"
172,",,",Jackfruit : Big,-,-,-,-,"8,137","6,973","7,351","8,787",-,-,-,-,
,,,,,,,,,,,,,,,"7,812"
173,",,",",, Small",-,-,-,-,"5,519","4,641","4,080","5,436",-,-,-,-,
,,,,,,,,,,,,,,,"4,919"
174,",,",Green Coconut,"2,675","2,762","2,753","2,824","3,028","3,052","2,989","3,031","3,002","2,992","2,852","2,810",
,,,,,,,,,,,,,,,"2,897"
175,",,",Batabi Lemon,"1,200","1,250",-,-,-,-,-,"1,599","1,851","1,968","2,065","1,904","1,691"
176,",,",Alachi Lemon,410,430,441,429,363,315,279,275,285,303,309,296,
,,,,,,,,,,,,,,,345
Sl no,Name of Comodity,,Year-2018,,,,,,,,,,,,
,,,January,February,March,April,May,June,July,August,September,October,November,December,Average
177,",,",Cagoji Lemon,387,408,381,415,321,282,268,272,262,311,336,297,
,,,,,,,,,,,,,,,328
178,",,",Guava,"6,426","7,029","7,052","9,036","8,005","6,539","4,531","3,322","3,277","4,117","5,751","5,835",
,,,,,,,,,,,,,,,"5,910"
179,",,",Amra,-,-,-,-,-,-,"1,436","1,928","2,437","2,451","3,075",-,"2,265"
180,",,",Orange,"1,428","1,493","1,656","1,721","1,690","2,105","2,250","1,325","1,775","1,518","2,008","1,812",
,,,,,,,,,,,,,,,"1,732"
181,",,",Apple,"12,022","11,820","12,041","12,352","12,755","12,986","12,891","12,980","13,853","13,745","13,104","12,940",
,,,,,,,,,,,,,,,"12,791"
182,",,",Boroi,"4,895","4,256","4,954","6,880",-,-,-,-,-,-,-,-,"5,246"
183,",,",Water melon,-,-,"11,874","10,443","8,669","7,278",-,-,-,-,-,-,
,,,,,,,,,,,,,,,"9,566"
184,Fruit :,Melon (Bangi),-,-,"5,486","5,185","3,350","3,189",-,-,-,-,-,-,
,,,,,,,,,,,,,,,"4,302"
185,",,",Ripe Papaya,"5,561","6,491","6,147","6,424","6,076","6,450","6,506","6,291","5,794","5,462","6,000","6,144",
,,,,,,,,,,,,,,,"6,112"
186,",,",Litchee,-,-,-,-,"4,777","2,659",-,-,-,-,-,-,
,,,,,,,,,,,,,,,"3,718"
187,",,",Benana : Chapa,228,229,235,244,259,256,253,250,244,237,235,238,
,,,,,,,,,,,,,,,242
188,",,",",, Sabri",343,347,355,363,387,414,393,393,396,397,390,379,
,,,,,,,,,,,,,,,380
189,",,",Benana : Sagar,281,278,288,288,315,337,452,336,325,311,299,304,
,,,,,,,,,,,,,,,318
190,",,",Pineapple: calender,"2,086","2,430","2,557","2,665","2,354","2,546","2,811","2,855","3,065","3,138","3,289","2,910",
,,,,,,,,,,,,,,,"2,726"
191,",,",",, Jaldub",-,-,-,-,-,-,-,-,"2,581","2,019","1,835","1,558","1,998"
192,",,",Coconut,"2,920","2,857","2,811","2,875","2,922","3,015","2,958","2,876","2,780","2,816","2,790","2,829",
,,,,,,,,,,,,,,,"2,871"
