District/ Division,None,2021-22,None_1,2022-23,None_2,2023-24,None_3
26,Narayanganj,41.07,13.89,39.00,13.42,35.60,12.15
27,Narsingdi,499.95,227.77,493.77,219.60,494.73,219.39
28,Rajbari,1032.00,440.00,982.00,440.84,987.00,452.84
29,Shariatpur,227.00,109.00,241.00,125.00,243.00,127.00
30,Tangail,13116.65,3889.91,13295.31,3962.73,13255.72,3953.31
Dhaka Division,None,31814.46,11364.58,32387.50,11693.65,31819.64,11489.35
31,Bagerhat,0.00,0.00,0.00,0.00,0.00,0.00
32,Chuadanga,893.50,291.10,891.00,284.40,814.00,284.40
33,Jashore,906.00,343.00,876.00,330.00,905.25,337.43
34,Jhenaidah,1694.00,577.00,1685.00,584.00,1664.50,579.86
35,Khulna,89.00,38.00,85.00,37.00,78.18,34.27
36,Kushtia,638.00,318.00,622.00,329.00,535.00,293.00
37,Magura,151.00,61.00,147.00,60.00,152.69,62.67
None,None,"Area
(acre)","Production
(M.Ton)","Area
(acre)","Production
(M.Ton)","Area
(acre)","Production
(M.Ton)"
38,Meherpur,1591.00,761.00,1537.00,742.00,1464.00,722.61
39,Narail,95.00,33.00,102.00,36.00,97.90,35.50
40,Satkhira,365.00,106.00,361.00,104.00,360.90,106.82
Khulna Division,None,6422.50,2528.10,6306.00,2506.40,6072.42,2456.56
41,Jamalpur,4525.00,1615.00,4515.00,1586.00,4360.00,1560.00
42,Mymensingh,2031.00,814.00,2029.00,827.00,1961.00,823.00
43,Netrokona,343.00,152.00,360.00,159.00,376.00,158.00
44,Sherpur,1305.00,732.00,1306.00,715.00,1264.00,689.00
Mymensingh Division,None,8204.00,3313.00,8210.00,3287.00,7961.00,3230.00
45,Bogura,774.00,382.00,803.00,397.00,791.20,398.20
46,Joypurhat,141.00,52.00,132.00,59.00,137.00,64.70
47,Naogaon,555.00,236.00,581.00,256.00,635.70,300.00
48,Natore,671.00,251.00,589.00,231.00,565.20,231.80
49,Chapai Nawabganj,23343.00,8091.00,23627.00,8814.00,21541.00,7678.50
50,Pabna,4878.25,2375.00,4940.00,2585.00,5129.70,2446.30
51,Rajshahi,8092.00,3313.00,8067.00,4162.00,8210.00,4197.10
52,Sirajganj,7822.00,3127.00,7144.00,3036.00,6405.80,2984.20
Rajshahi Division,None,46276.25,17827.00,45883.00,19540.00,43415.60,18300.80
53,Dinajpur,634.00,290.00,622.50,308.43,572.00,284.00
54,Gaibandha,788.00,287.00,751.50,264.95,719.00,248.00
55,Kurigram,2070.20,961.50,1904.40,882.99,1850.00,795.00
56,Lalmonirhat,222.90,87.90,223.85,88.77,225.00,90.00
57,Nilphamari,81.15,32.60,81.60,31.36,82.00,32.56
58,Panchagar,287.00,131.99,272.00,124.13,255.00,114.00
59,Rangpur,1200.00,573.00,1199.50,572.82,1182.00,551.00
60,Tahkurgaon,801.64,257.55,807.00,262.91,894.00,283.00
Rangpur Division,None,6084.89,2621.54,5862.35,2536.36,5779.00,2397.56
61,Habigonj,4.00,1.20,4.00,1.40,4.00,1.52
62,Moulvibazar,292.00,124.15,271.00,120.75,279.00,141.60
63,Sunamganj,264.00,112.00,246.00,105.00,246.00,108.00
64,Sylhet,83.00,61.00,85.00,64.00,86.00,63.19
Sylhet Division,None,643.00,298.35,606.00,291.15,615.00,314.31
BANGLADESH,None,102219.95,39005.33,101790.36,40907.40,98294.35,39283.82
None,None,"Area
(acre)","Production
(M.Ton)","Area
(acre)","Production
(M.Ton)","Area
(acre)","Production
(M.Ton)"
1,Barguna,5667.00,2244.00,5545.00,2166.00,5291.00,2135.00
2,Barishal,40270.00,15830.00,29516.00,14917.00,27576.00,14794.00
3,Bhola,31653.00,17133.36,31676.80,15789.60,31682.70,15524.11
4,Jhallokati,4616.00,1641.00,4636.00,1718.00,4591.00,1647.00
5,Patuakhali,6502.00,3234.00,6557.00,3320.12,6534.84,3238.98
6,Pirojpur,6019.00,2558.00,5938.00,2478.00,6142.00,2589.00
Barishal Division,None,94727.00,42640.36,83868.80,40388.72,81817.54,39928.09
7,Bandarban,0.00,0.00,0.00,0.00,0.00,0.00
8,Brahmanbaria,787.10,348.76,755.45,336.70,705.00,306.81
9,Chandpur,432.68,197.70,433.80,206.68,434.49,212.65
10,Chattogram,2745.14,788.78,2733.86,790.98,2709.12,820.63
11,Cumilla,693.88,315.17,699.33,318.86,706.20,323.00
12,Cox’s Bazar,0.00,0.00,0.00,0.00,0.00,0.00
13,Feni,8458.00,2538.22,8460.00,3426.30,8426.00,3667.00
14,Khagrachari,0.00,0.00,0.00,0.00,0.00,0.00
15,Lakshmipur,403.90,155.47,385.70,150.82,381.30,149.86
16,Noakhali,46832.00,21653.60,47369.00,22821.42,47996.50,23742.07
17,Rangamati,0.00,0.00,0.00,0.00,0.00,0.00
Chattogram Division,None,60352.70,25997.70,60837.14,28051.76,61358.61,29222.02
18,Dhaka,1977.00,1150.92,1762.02,995.92,1746.52,983.11
19,Faridpur,13152.00,6236.93,13142.00,6274.57,13362.10,6497.28
20,Gazipur,94.71,35.92,91.98,35.22,90.58,34.74
21,Gopalganj,16643.90,8666.07,9971.90,5800.25,10240.50,5987.57
22,Kishoreganj,55.58,28.93,54.09,27.58,54.42,29.23
23,Madaripur,13073.00,5596.39,13106.00,5889.56,13083.76,5688.20
24,Manikganj,4571.03,2144.80,4553.30,2215.73,3466.00,2161.38
25,Munshiganj,165.60,63.93,164.87,68.41,172.04,66.01
26,Narayanganj,167.36,48.65,162.65,46.91,153.91,44.37
27,Narsingdi,17.29,8.46,17.42,8.54,17.52,8.58
28,Rajbari,2940.00,1665.00,2912.00,1652.90,2914.00,1638.56
29,Shariatpur,7441.00,4175.00,7430.00,4268.00,7438.00,4336.00
30,Tangail,4003.49,1303.32,3949.30,1285.83,3930.74,1292.37
Dhaka Division,None,64301.96,31124.32,57317.53,28569.42,56670.09,28767.40
31,Bagerhat,8200.05,3176.80,8098.00,3367.35,8789.00,3744.21
32,Chuadanga,368.50,149.52,361.25,147.54,345.00,139.00
33,Jashore,1372.00,602.28,1171.50,524.33,1168.60,527.64
34,Jhenaidah,628.00,277.00,630.00,281.98,610.67,273.77
35,Khulna,227.80,141.84,215.00,133.31,154.60,87.21
36,Kushtia,2481.00,1517.00,2371.00,1426.00,1928.00,1352.00
37,Magura,3472.20,778.63,3717.00,881.00,3749.01,888.31
None,None,"Area
(acre)","Production
(M.Ton)","Area
(acre)","Production
(M.Ton)","Area
(acre)","Production
(M.Ton)"
38,Meherpur,82.00,40.68,87.00,42.64,66.50,32.95
39,Narail,23456.00,9037.67,22033.00,8499.00,22014.00,8501.00
40,Satkhira,3008.71,1293.61,3024.00,1322.69,3047.60,1401.67
Khulna Division,None,43296.26,17015.03,41707.75,16625.84,41872.98,16947.76
41,Jamalpur,734.00,299.00,731.00,295.00,680.00,271.00
42,Mymensingh,386.00,191.00,368.00,190.00,346.00,174.00
43,Netrokona,12.00,4.00,0.00,0.00,0.00,0.00
44,Sherpur,67.00,30.00,63.00,31.00,60.00,28.00
Mymensingh Division,None,1199.00,524.00,1162.00,516.00,1086.00,473.00
45,Bogura,249.00,128.00,286.00,149.00,484.00,244.00
46,Joypurhat,74.00,33.00,67.00,30.00,64.00,29.00
47,Naogaon,274.00,149.00,521.00,336.00,564.00,363.00
48,Natore,5373.00,3266.00,5149.00,3156.00,5032.00,3110.00
49,Chapai Nawabganj,5154.00,1786.00,4987.00,1840.00,4899.00,1835.00
50,Pabna,8861.00,5597.00,8765.00,5576.00,8577.00,5193.00
51,Rajshahi,2168.00,1235.00,2299.00,1366.00,2315.00,1395.00
52,Sirajganj,2597.00,1285.00,2562.00,1263.00,2636.00,1487.00
Rajshahi Division,None,24750.00,13479.00,24636.00,13716.00,24571.00,13656.00
53,Dinajpur,28.00,9.27,27.00,9.38,33.00,14.00
54,Gaibandha,172.40,70.21,172.83,70.54,174.00,71.00
55,Kurigram,1716.90,884.76,1707.50,911.63,1690.00,817.00
56,Lalmonirhat,31.75,18.10,31.50,18.35,33.50,19.00
57,Nilphamari,82.20,46.06,82.70,40.15,83.00,37.00
58,Panchagar,40.00,12.13,40.00,12.08,40.00,12.00
59,Rangpur,69.00,35.00,69.00,34.00,70.00,34.48
60,Tahkurgaon,36.50,15.50,31.50,12.69,26.75,11.00
Rangpur Division,None,2176.75,1091.03,2162.03,1108.82,2150.25,1015.48
61,Habigonj,19.00,5.32,21.20,6.25,21.51,6.28
62,Moulvibazar,66.28,26.15,67.50,26.58,68.55,27.94
63,Sunamganj,0.00,0.00,0.00,0.00,0.00,0.00
64,Sylhet,13.20,5.54,14.05,5.93,13.95,5.86
Sylhet Division,None,98.48,37.01,102.75,38.76,104.01,40.08
BANGLADESH,None,290902.15,131908.45,271794.00,129015.32,269630.48,130049.83
None,None,"Area
(acre)","Production
(M.Ton)","Area
(acre)","Production
(M.Ton)","Area
(acre)","Production
(M.Ton)"
1,Barguna,59.00,25.00,57.00,42.00,38.00,26.00
2,Barishal,380.00,86.00,0.00,0.00,0.00,0.00
3,Bhola,8186.00,4847.00,8191.00,4641.00,8168.00,4475.00
4,Jhallokati,93.00,40.00,98.00,42.00,93.00,41.00
5,Patuakhali,195.00,46.00,193.00,46.00,203.00,46.00
6,Pirojpur,0.00,0.00,0.00,0.00,0.00,0.00
Barishal Division,None,8913.00,5044.00,8539.00,4771.00,8502.00,4588.00
7,Bandarban,81.50,46.40,83.00,47.26,83.10,47.30
8,Brahmanbaria,0.00,0.00,0.00,0.00,0.00,0.00
9,Chandpur,0.00,0.00,0.00,0.00,0.00,0.00
10,Chattogram,13145.63,6163.29,12810.27,4565.94,13661.85,7578.59
11,Cumilla,3.80,2.30,3.80,2.30,4.00,2.60
12,Cox’s Bazar,591.00,332.00,592.56,341.35,596.00,367.00
13,Feni,2604.08,1274.91,2605.18,1288.26,2602.00,1237.50
14,Khagrachari,63.00,15.00,62.60,14.68,58.00,13.00
15,Lakshmipur,1154.00,272.61,1114.45,344.00,1094.00,338.00
16,Noakhali,4042.80,2268.45,4099.89,2363.18,4210.02,2424.59
17,Rangamati,115.64,55.39,120.70,59.10,121.00,59.36
Chattogram Division,None,21801.45,10430.35,21492.,9026.07,22429.97,12067.94
18,Dhaka,0.00,0.00,0.00,0.00,0.00,0.00
19,Faridpur,0.00,0.00,0.00,0.00,0.00,0.00
20,Gazipur,0.00,0.00,0.00,0.00,0.00,0.00
21,Gopalganj,0.00,0.00,0.00,0.00,0.00,0.00
22,Kishoreganj,0.00,0.00,0.00,0.00,0.00,0.00
23,Madaripur,0.00,0.00,0.00,0.00,0.00,0.00
24,Manikganj,0.00,0.00,0.00,0.00,0.00,0.00
25,Munshiganj,0.00,0.00,0.00,0.00,0.00,0.00
26,Narayanganj,0.00,0.00,0.00,0.00,0.00,0.00
27,Narsingdi,0.00,0.00,0.00,0.00,0.00,0.00
28,Rajbari,0.00,0.00,0.00,0.00,0.00,0.00
29,Shariatpur,0.00,0.00,0.00,0.00,0.00,0.00
30,Tangail,0.00,0.00,0.00,0.00,0.00,0.00
Dhaka Division,None,0.00,0.00,0.00,0.00,0.00,0.00
31,Bagerhat,0.00,0.00,0.00,0.00,0.00,0.00
32,Chuadanga,0.00,0.00,0.00,0.00,0.00,0.00
33,Jashore,0.00,0.00,0.00,0.00,0.00,0.00
34,Jhenaidah,0.00,0.00,0.00,0.00,0.00,0.00
35,Khulna,0.00,0.00,0.00,0.00,0.00,0.00
36,Kushtia,0.00,0.00,0.00,0.00,0.00,0.00
37,Magura,0.00,0.00,0.00,0.00,0.00,0.00
None,None,"Area
(acre)","Production
(M.Ton)","Area
(acre)","Production
(M.Ton)","Area
(acre)","Production
(M.Ton)"
38,Meherpur,0.00,0.00,0.00,0.00,0.00,0.00
39,Narail,0.00,0.00,0.00,0.00,0.00,0.00
40,Satkhira,0.00,0.00,0.00,0.00,0.00,0.00
Khulna Division,None,0.00,0.00,0.00,0.00,0.00,0.00
41,Jamalpur,0.00,0.00,0.00,0.00,0.00,0.00
42,Mymensingh,0.00,0.00,0.00,0.00,0.00,0.00
43,Netrokona,0.00,0.00,0.00,0.00,0.00,0.00
44,Sherpur,0.00,0.00,0.00,0.00,0.00,0.00
Mymensingh Division,None,0.00,0.00,0.00,0.00,0.00,0.00
45,Bogura,0.00,0.00,0.00,0.00,0.00,0.00
46,Joypurhat,0.00,0.00,0.00,0.00,0.00,0.00
47,Naogaon,0.00,0.00,0.00,0.00,0.00,0.00
48,Natore,0.00,0.00,0.00,0.00,0.00,0.00
49,Chapai Nawabganj,0.00,0.00,0.00,0.00,0.00,0.00
50,Pabna,0.00,0.00,0.00,0.00,0.00,0.00
51,Rajshahi,0.00,0.00,0.00,0.00,0.00,0.00
52,Sirajganj,0.00,0.00,0.00,0.00,0.00,0.00
Rajshahi Division,None,0.00,0.00,0.00,0.00,0.00,0.00
53,Dinajpur,0.00,0.00,0.00,0.00,0.00,0.00
54,Gaibandha,0.00,0.00,0.00,0.00,0.00,0.00
55,Kurigram,0.00,0.00,0.00,0.00,0.00,0.00
56,Lalmonirhat,0.00,0.00,0.00,0.00,0.00,0.00
57,Nilphamari,0.00,0.00,0.00,0.00,0.00,0.00
58,Panchagar,0.00,0.00,0.00,0.00,0.00,0.00
59,Rangpur,0.00,0.00,0.00,0.00,0.00,0.00
60,Tahkurgaon,0.00,0.00,0.00,0.00,0.00,0.00
Rangpur Division,None,0.00,0.00,0.00,0.00,0.00,0.00
61,Habigonj,0.00,0.00,0.00,0.00,0.00,0.00
62,Moulvibazar,0.00,0.00,0.00,0.00,0.00,0.00
63,Sunamganj,0.00,0.00,0.00,0.00,0.00,0.00
64,Sylhet,0.00,0.00,0.00,0.00,0.00,0.00
Sylhet Division,None,0.00,0.00,0.00,0.00,0.00,0.00
BANGLADESH,None,30714.45,15474.35,30031.45,13797.07,30931.97,16655.94
None,None,"Area
(acre)","Production
(M.Ton)","Area
(acre)","Production
(M.Ton)","Area
(acre)","Production
(M.Ton)"
1,Barguna,0.00,0.00,0.00,0.00,0.00,0.00
2,Barishal,0.00,0.00,0.00,0.00,0.00,0.00
3,Bhola,0.00,0.00,0.00,0.00,0.00,0.00
4,Jhallokati,0.00,0.00,0.00,0.00,0.00,0.00
5,Patuakhali,0.00,0.00,0.00,0.00,0.00,0.00
6,Pirojpur,0.00,0.00,0.00,0.00,0.00,0.00
Barishal Division,None,0.00,0.00,0.00,0.00,0.00,0.00
7,Bandarban,0.00,0.00,0.00,0.00,0.00,0.00
8,Brahmanbaria,0.00,0.00,0.00,0.00,0.00,0.00
9,Chandpur,0.00,0.00,0.00,0.00,0.00,0.00
10,Chattogram,0.00,0.00,0.00,0.00,0.00,0.00
11,Cumilla,0.00,0.00,0.00,0.00,0.00,0.00
12,Cox’s Bazar,0.00,0.00,0.00,0.00,0.00,0.00
13,Feni,0.00,0.00,0.00,0.00,0.00,0.00
14,Khagrachari,0.00,0.00,0.00,0.00,0.00,0.00
15,Lakshmipur,0.00,0.00,0.00,0.00,0.00,0.00
16,Noakhali,0.00,0.00,0.00,0.00,0.00,0.00
17,Rangamati,8.20,3.24,8.60,3.42,8.72,3.52
Chattogram Division,None,8.20,3.24,8.60,3.42,8.72,3.52
18,Dhaka,0.00,0.00,0.00,0.00,0.00,0.00
19,Faridpur,0.00,0.00,0.00,0.00,0.00,0.00
20,Gazipur,0.00,0.00,0.00,0.00,0.00,0.00
21,Gopalganj,0.00,0.00,0.00,0.00,0.00,0.00
22,Kishoreganj,0.00,0.00,0.00,0.00,0.00,0.00
23,Madaripur,0.00,0.00,0.00,0.00,0.00,0.00
24,Manikganj,0.00,0.00,0.00,0.00,0.00,0.00
25,Munshiganj,0.00,0.00,0.00,0.00,0.00,0.00
26,Narayanganj,0.00,0.00,0.00,0.00,0.00,0.00
27,Narsingdi,0.00,0.00,0.00,0.00,0.00,0.00
28,Rajbari,40.00,16.00,66.00,26.80,72.00,29.66
29,Shariatpur,0.00,0.00,0.00,0.00,0.00,0.00
30,Tangail,4.11,1.77,3.99,1.56,4.15,1.66
Dhaka Division,None,44.11,17.77,69.99,28.36,76.15,31.32
31,Bagerhat,0.00,0.00,0.00,0.00,0.00,0.00
32,Chuadanga,1.67,0.40,1.97,0.50,0.00,0.00
33,Jashore,0.00,0.00,0.00,0.00,0.00,0.00
34,Jhenaidah,1161.00,348.00,1118.00,333.00,1105.00,321.00
35,Khulna,0.00,0.00,0.00,0.00,0.00,0.00
36,Kushtia,0.00,0.00,0.00,0.00,0.00,0.00
37,Magura,0.00,0.00,0.00,0.00,0.00,0.00
None,None,"Area
(acre)","Production
(M.Ton)","Area
(acre)","Production
(M.Ton)","Area
(acre)","Production
(M.Ton)"
38,Meherpur,0.00,0.00,0.00,0.00,0.00,0.00
39,Narail,0.00,0.00,0.00,0.00,0.00,0.00
40,Satkhira,18.00,4.46,19.30,4.82,0.00,0.00
Khulna Division,None,1180.67,352.86,1139.27,338.32,1105.00,321.00
41,Jamalpur,0.00,0.00,0.00,0.00,0.00,0.00
42,Mymensingh,0.00,0.00,0.00,0.00,0.00,0.00
43,Netrokona,0.00,0.00,0.00,0.00,0.00,0.00
44,Sherpur,0.00,0.00,0.00,0.00,0.00,0.00
Mymensingh Division,None,0.00,0.00,0.00,0.00,0.00,0.00
45,Bogura,0.00,0.00,0.00,0.00,0.00,0.00
46,Joypurhat,0.00,0.00,0.00,0.00,0.00,0.00
47,Naogaon,0.00,0.00,0.00,0.00,0.00,0.00
48,Natore,0.00,0.00,0.00,0.00,0.00,0.00
49,Chapai Nawabganj,0.00,0.00,0.00,0.00,0.00,0.00
50,Pabna,0.00,0.00,0.00,0.00,0.00,0.00
51,Rajshahi,0.00,0.00,0.00,0.00,0.00,0.00
52,Sirajganj,0.00,0.00,0.00,0.00,0.00,0.00
Rajshahi Division,None,0.00,0.00,0.00,0.00,0.00,0.00
53,Dinajpur,0.00,0.00,0.00,0.00,0.00,0.00
54,Gaibandha,0.00,0.00,0.00,0.00,0.00,0.00
55,Kurigram,0.00,0.00,0.00,0.00,0.00,0.00
56,Lalmonirhat,0.00,0.00,0.00,0.00,0.00,0.00
57,Nilphamari,0.00,0.00,0.00,0.00,0.00,0.00
58,Panchagar,0.00,0.00,0.00,0.00,0.00,0.00
59,Rangpur,0.00,0.00,0.00,0.00,0.00,0.00
60,Tahkurgaon,0.00,0.00,0.00,0.00,0.00,0.00
Rangpur Division,None,0.00,0.00,0.00,0.00,0.00,0.00
61,Habigonj,0.00,0.00,0.00,0.00,0.00,0.00
62,Moulvibazar,0.00,0.00,0.00,0.00,0.00,0.00
63,Sunamganj,0.00,0.00,0.00,0.00,0.00,0.00
64,Sylhet,0.00,0.00,0.00,0.00,0.00,0.00
Sylhet Division,None,0.00,0.00,0.00,0.00,0.00,0.00
BANGLADESH,None,1232.98,373.87,1217.86,370.10,1189.87,355.84
