District/ Division,,"Area Under Garden
(acre)",,,"Production of Inside
Garden",,,"Production of Outside
Garden",,,"Total Production of Inside
& Outside Garden
(M. Tons)",,
34,Jhenaidah,0,0,0.00,0,0,0,0,0,0,0,0,0
35,Khulna,0,0,0.00,0,0,0,0,0,0,0,0,0
36,Kushtia,0,0,0.00,0,0,0,0,0,0,0,0,0
37,Magura,0,0,0.00,0,0,0,0,0,0,0,0,0
38,Meherpur,0,0,0.00,0,0,0,0,0,0,0,0,0
39,Narail,0,0,0.00,0,0,0,0,0,0,0,0,0
,,2019-20,2020-21,2021-22,2019-20,2020-21,2021-22,2019-20,2020-21,2021-22,2019-20,2020-21,2021-22
40,Satkhira,0,0,0.00,0,0,0,0,0,0,0,0,0
4,Khulna Division,0,0,0.00,0,0,0,0,0,0,0,0,0
41,Jamalpur,0,0,0.00,0,0,0,0,0,0,0,184,0
42,Mymensingh,72,66,69.00,87,75.95,47.23,123,0,117.77,210,19,165.00
43,Netrokona,2,14,16.00,0,0,0,12,108.05,55.00,12,0,55.00
44,Sherpur,0,0,5.00,0,0,41.89,0,19,5.11,0,203,47.00
5,"Mymensingh
Division",74,80,90.00,87,75.95,89.12,135,0,177.88,222,5.64,267.00
45,Bogura,2,1.63,1.98,0,0,0,15,127.05,6.89,15,0,6.89
46,Joypurhat,0,0,0.00,0,0,0,0,5.64,0,0,0,0
47,Naogaon,0,0,0.00,0,0,0,0,0,0,0,0,0
48,Natore,0,0,0.00,0,0,0,0,0,0,0,0,0
49,Chapai Nawabganj,0,0,0.00,0,0,0,0,0,0,0,0,0
50,Pabna,0,0,0.00,0,0,0,0,0,0,0,0,0
51,Rajshahi,0,0,0.00,0,0,0,0,0,0,0,0,0
52,Sirajganj,0,0,0.00,0,0,0,0,0,0,0,5.64,0
6,Rajshahi Division,2,1.63,1.98,0,0,0,15,0,6.89,15,0,6.89
53,Dinajpur,0,0,0.00,0,0,0,0,5.64,0,0,3.72,0
54,Gaibandha,2,1.32,1.38,0,0,0,4,0,4.25,4,90.38,4.25
55,Kurigram,17,14.57,16.24,0,4,2.62,88,3.72,77.92,88,65.45,80.54
56,Lalmonirhat,11,10.30,9.11,6,5.62,6.46,64,86.38,68.93,70,34.68,75.39
57,Nilphamari,4,4.42,5.79,0,0,0,28,59.83,34.71,28,60.28,34.71
58,Panchagar,9,16.50,19.88,15,14.97,14.82,35,34.68,57.45,50,8.73,72.27
59,Rangpur,2,1.90,3.23,0,0,0,8,45.31,55.00,8,0,55.00
60,Thakurgaon,0,0,0.00,0,0,0,0,8.73,0,0,263.24,0
7,Rangpur Divison,45,49.01,55.63,21,24.59,23.9,227,0,298.26,248,0,322.16
61,Habiganj,0,0,0.00,0,0,0,0,238.65,0,0,36.99,0
62,Moulvibazar,12,15.57,13.78,0,0,0,45,0,24.96,45,0.79,24.96
63,Sunamganj,0,0.32,0.40,0,0,0,0,36.99,0.90,0,0,0.90
64,Sylhet,0,0,0.00,0,0,0,0,0.79,0,0,37.78,0
8,Sylhet Division,12,15.89,14.18,0,0,0,45,0,25.86,45,0,25.86
BANGLADESH,,354,407.45,456.71,1069,1401.69,1462.58,866,1007.91,1194.48,1935,2409.60,2657.06
